BarghiKofler,Drosophila simulans Florida Base replicate 9,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044025,ERR2860986,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_9
BarghiKofler,Drosophila simulans Florida Base replicate 2,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044020,ERR2860988,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_2
BarghiKofler,Drosophila simulans Florida Base replicate 4,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044021,ERR2860989,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_4
BarghiKofler,Drosophila simulans Florida Base replicate 6,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044022,ERR2860990,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_6
BarghiKofler,Drosophila simulans Florida Base replicate 7,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044023,ERR2860991,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_7
BarghiKofler,Drosophila simulans Florida Base replicate 9,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044025,ERR2860993,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_9
BarghiKofler,Drosophila simulans Florida Base replicate 2,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044020,ERR2860995,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_2
BarghiKofler,Drosophila simulans Florida Base replicate 4,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044021,ERR2860996,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_4
BarghiKofler,Drosophila simulans Florida Base replicate 7,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044023,ERR2860998,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_7
BarghiKofler,Drosophila simulans Florida Base replicate 9,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044025,ERR2861000,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_9
BarghiKofler,Drosophila simulans Florida Base replicate 2,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044020,ERR2860932,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_2
BarghiKofler,Drosophila simulans Florida Base replicate 2,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044020,ERR2860974,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_2
BarghiKofler,Drosophila simulans Florida Base replicate 6,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044022,ERR2860997,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_6
BarghiKofler,Drosophila simulans Florida Base replicate 4,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044021,ERR2860940,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_4
BarghiKofler,Drosophila simulans Florida Base replicate 2,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044020,ERR2860960,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_2
BarghiKofler,Drosophila simulans Florida Base replicate 4,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044021,ERR2860947,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_4
