pop1,pop2,nei
IT_Mez_15_43,USA.Bowdoin.2011.Oct,0.19506023658211
IT_Mez_15_43,USA.Homestead.2011.May,0.310662476037033
IT_Mez_15_43,USA.Linvilla.2011.Nov,0.393714226296249
IT_Mez_15_43,USA.Zuma.2012.Feb,0.093449905222812
IT_Mez_15_44,Barghi:Tallahassee:Florida:North_America:Nov:NA:2010:Dsim_Fl_Base_1,0.0924912517989227
IT_Mez_15_44,ES_Gim_14_34,0.10924700493753
IT_Mez_15_44,ES_Gim_14_35,0.10964340192355
IT_Mez_15_44,ES_Gim_16_33,0.0808280304799037
IT_Mez_15_44,ES_Pur_16_35,0.103988105584717
IT_Mez_15_44,FR_Got_15_48,0.135492761023629
IT_Mez_15_44,IT_Mez_15_43,0.0716934154981143
IT_Mez_15_44,IT_Mez_15_44,0
IT_Mez_15_44,IT_Tre_16_15,0.0890742345530564
IT_Mez_15_44,Machado:Linvilla:Pennsylania:North_America:Jul:01:2010:ECsimPA7_2010_pool_of_65_individuals,0.0761075514491512
IT_Mez_15_44,Machado:Linvilla:Pennsylania:North_America:Sep:01:2010:ECsimPA9_2010_pool_of_50_individuals,0.0715197034834503
IT_Mez_15_44,PT_Rec_15_16,0.0662546161313737
IT_Mez_15_44,Sedghifar:Conway:South_Carolina:North_America:Sep:NA:2011:D._sim_South_Carolina,0.210742243035501
IT_Mez_15_44,Sedghifar:Fairfield:Maine:North_America:Sep:NA:2011:D._sim_Maine,0.157470747758643
IT_Mez_15_44,Sedghifar:Miami:Florida:North_America:Sep:NA:2011:Florida,0.153327930626497
IT_Mez_15_44,Sedghifar:Panama_City:Panama:North_America:Jan:NA:2012:D._sim_Panama,0.151246583672104
IT_Mez_15_44,Sedghifar:Princeton:New_Jersey:North_America:Sep:NA:2011:D._sim_New_Jersey,0.143274819766992
IT_Mez_15_44,Sedghifar:Providence:Rhode_Island:North_America:Sep:NA:2011:D.sim_Rhode_Island,0.101607240096988
IT_Mez_15_44,Sedghifar:Raleigh:North_Carolina:North_America:Sep:NA:2011:D._sim_North_Carolina,0.144671580875013
IT_Mez_15_44,Sedghifar:Richmod:Virginia:North_America:Sep:NA:2011:D._sim_Virginia,0.144012803437732
IT_Mez_15_44,Sedghifar:Savannah:Georgia:North_America:Sep:NA:2011:D._sim_Georgia,0.160047637810433
IT_Mez_15_44,Kenya.Nairobi.2006.NA,0.173229399070971
IT_Mez_15_44,Madagascar.Joffreville.2002.NA,0.161036569374648
IT_Mez_15_44,Israel.NFS.2014.Oct,0.10213653699721
IT_Mez_15_44,Israel.SFS.2014.Oct,0.0959088964742875
IT_Mez_15_44,USA.Linvilla.2011.Aug,0.314910630136562
IT_Mez_15_44,USA.Linvilla.2011.Sep,0.268973244886397
IT_Mez_15_44,USA.Charlottesville.2010.Sep,0.238670682965873
IT_Mez_15_44,USA.Bowdoin.2011.Oct,0.171386056955745
IT_Mez_15_44,USA.Homestead.2011.May,0.280508600677104
IT_Mez_15_44,USA.Linvilla.2011.Nov,0.34648161910275
IT_Mez_15_44,USA.Zuma.2012.Feb,0.0742922065111565
IT_Tre_16_15,Barghi:Tallahassee:Florida:North_America:Nov:NA:2010:Dsim_Fl_Base_1,0.135403733250584
IT_Tre_16_15,ES_Gim_14_34,0.146428389684381
IT_Tre_16_15,ES_Gim_14_35,0.145573804947556
IT_Tre_16_15,ES_Gim_16_33,0.12224839871748
IT_Tre_16_15,ES_Pur_16_35,0.123369320508948
IT_Tre_16_15,FR_Got_15_48,0.180686124930511
IT_Tre_16_15,IT_Mez_15_43,0.112683349959265
IT_Tre_16_15,IT_Mez_15_44,0.0890742345530564
IT_Tre_16_15,IT_Tre_16_15,0
IT_Tre_16_15,Machado:Linvilla:Pennsylania:North_America:Jul:01:2010:ECsimPA7_2010_pool_of_65_individuals,0.116036505475095
IT_Tre_16_15,Machado:Linvilla:Pennsylania:North_America:Sep:01:2010:ECsimPA9_2010_pool_of_50_individuals,0.110299448698901
IT_Tre_16_15,PT_Rec_15_16,0.106791052588912
IT_Tre_16_15,Sedghifar:Conway:South_Carolina:North_America:Sep:NA:2011:D._sim_South_Carolina,0.246524707364991
IT_Tre_16_15,Sedghifar:Fairfield:Maine:North_America:Sep:NA:2011:D._sim_Maine,0.189867920533721
IT_Tre_16_15,Sedghifar:Miami:Florida:North_America:Sep:NA:2011:Florida,0.201713215761942
IT_Tre_16_15,Sedghifar:Panama_City:Panama:North_America:Jan:NA:2012:D._sim_Panama,0.183826316044107
IT_Tre_16_15,Sedghifar:Princeton:New_Jersey:North_America:Sep:NA:2011:D._sim_New_Jersey,0.177113564812601
IT_Tre_16_15,Sedghifar:Providence:Rhode_Island:North_America:Sep:NA:2011:D.sim_Rhode_Island,0.148992824805003
IT_Tre_16_15,Sedghifar:Raleigh:North_Carolina:North_America:Sep:NA:2011:D._sim_North_Carolina,0.176789054348548
IT_Tre_16_15,Sedghifar:Richmod:Virginia:North_America:Sep:NA:2011:D._sim_Virginia,0.178656731294817
IT_Tre_16_15,Sedghifar:Savannah:Georgia:North_America:Sep:NA:2011:D._sim_Georgia,0.192043319490724
IT_Tre_16_15,Kenya.Nairobi.2006.NA,0.224180808387978
IT_Tre_16_15,Madagascar.Joffreville.2002.NA,0.212300589308837
IT_Tre_16_15,Israel.NFS.2014.Oct,0.14160476268793
IT_Tre_16_15,Israel.SFS.2014.Oct,0.133656531512141
IT_Tre_16_15,USA.Linvilla.2011.Aug,0.401560593587168
IT_Tre_16_15,USA.Linvilla.2011.Sep,0.348115466622611
IT_Tre_16_15,USA.Charlottesville.2010.Sep,0.313100871081184
IT_Tre_16_15,USA.Bowdoin.2011.Oct,0.22187316233895
IT_Tre_16_15,USA.Homestead.2011.May,0.338165811068612
IT_Tre_16_15,USA.Linvilla.2011.Nov,0.43171154663378
IT_Tre_16_15,USA.Zuma.2012.Feb,0.110384561904858
Machado:Linvilla:Pennsylania:North_America:Jul:01:2010:ECsimPA7_2010_pool_of_65_individuals,Barghi:Tallahassee:Florida:North_America:Nov:NA:2010:Dsim_Fl_Base_1,0.0512768772883227
Machado:Linvilla:Pennsylania:North_America:Jul:01:2010:ECsimPA7_2010_pool_of_65_individuals,ES_Gim_14_34,0.123992308032811
Machado:Linvilla:Pennsylania:North_America:Jul:01:2010:ECsimPA7_2010_pool_of_65_individuals,ES_Gim_14_35,0.126251562240243
